"id","created","updated","title","description","priority","investigation_type","event_datetime","completion_due_date","steps_completed","function_location","equipment_description","object_type","catalog_profile","catalog_profiles","object_part_description","damage_code","supervisor_id","event_type","status","total_effective_duration","total_tonnes_lost","date_closed","total_event_duration","cause_code","is_archived","archive_user_id","archive_datetime"
562,2018-04-13 05:14:43.000 +0800,2018-04-13 05:14:43.000 +0800,CV801 contactor relay fault; Historical Sharepoint Solomon Id 53,,Medium,3,2017-02-17 16:00:00.000 +0800,,5,SOL-SY-CNVY-CONVEY-CV801 -EICON,Electrical Field Devices CV801,Electrical System,PMGENERAL,'{}',,,217,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
563,2018-04-13 05:14:43.000 +0800,2018-04-13 05:15:05.000 +0800,CV113 & CV123 Weba Chutes Blocking; Historical Sharepoint Solomon Id 54,,Medium,3,2017-02-25 16:00:00.000 +0800,,5,SOL-KV-RMIN-CONVEY-CV113 -CH118,Head Chute CH118,Chute,PMGENERAL,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
565,2018-04-13 05:14:44.000 +0800,2018-04-13 05:15:11.000 +0800,SN204 Coupling failure; Historical Sharepoint Solomon Id 56,,Medium,3,2017-02-28 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB1-SN204 -DRIV1,Exciter DE Wet Screen Drive SN204-EX01,Exciter,PM-EXTR,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
195,2021-10-19 10:04:00.000 +0800,2022-06-12 14:40:59.000 +0800,"7101 Engine Damage; Historical BMS Id: RCA-0000497",During the weekly 3hr inspection the maintainer picked up that alt aux drive bearing had failed. They consequently checked the oil filters and found an excessive amount of metal in them.,Medium,2,2021-10-17 13:15:00.000 +0800,2022-06-12 14:40:59.000 +0800,5,SOL-MP-EXCV-EX7101-ENGINE,Engine Assembly Cummins QSK50,Engine,MP-ENGIN,'{}',,,9974,1,3,155.0,0.0,2022-06-12 14:40:59.000 +0800,,,,,
566,2018-04-13 05:14:45.000 +0800,2018-04-13 05:15:14.000 +0800,SZ121 jammed with AF121-CH121 liner dropping; Historical Sharepoint Solomon Id 57,,Medium,2,2017-03-10 16:00:00.000 +0800,,5,SOL-KV-RMIN-CRUSH2-AF121 -CH121,Chute Discharge CH121,Chute,PM-CHTS,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
196,2021-04-13 07:55:00.000 +0800,2022-05-31 14:19:30.000 +0800,EX8101 Turbo failure - PP1 Pos2; Historical BMS Id: RCA-0000429,"EX8101 was put into breakdown for blowing black smoke from PP1 exhaust running rich due to insufficient airflow. Bearing has failed, shaft is difficult to rotate and impeller blades have contacted the housing. No axial bearing play, but significant lateral movement, allowing impeller to contact.",Medium,1,2021-04-08 06:47:00.000 +0800,2022-05-31 14:19:30.000 +0800,5,SOL-MP-EXCV-EX8101-FRENGN-ENGIN-TBOP2,Turbocharger Front Pos 2,Turbocharger,MP-TBOCG,'{}',,,9974,1,3,17.0,0.0,2022-05-31 14:19:30.000 +0800,,,,,
197,2021-09-05 09:37:00.000 +0800,2021-10-17 11:43:59.000 +0800,EX7101 Failed Engine - September 2021; Historical BMS Id: RCA-0000487,Machine stopped for high blowby. Original diagnosis found a failed RH HP Turbo. Whilst arranging turbo replacement noticed there was coolant present in the sump. Further investigating found #4 Pot has a cracked liner and dropped exhaust valve.,Medium,2,2021-09-02 12:27:00.000 +0800,2021-10-17 11:43:59.000 +0800,5,SOL-MP-EXCV-EX7101-ENGINE,Engine Assembly Cummins QSK50,Engine,MP-ENGIN,'{}',,,9974,1,3,147.25,0.0,2021-10-17 11:43:59.000 +0800,,,,,
198,2021-05-28 15:04:00.000 +0800,2022-05-31 11:42:05.000 +0800,Swing Pump Secondary Pressure Limiting Valve Body Crack; Historical BMS Id: RCA-0000452,Breakdown reported for oil leak.,Medium,1,2021-05-23 11:28:00.000 +0800,2022-05-31 11:42:05.000 +0800,5,SOL-MP-EXCV-EX8101-HYDSYS-HYPP1-SWPP1,Hyd Pump Swing LH Front,Hydraulic Pump,MP-HDPMP,'{}',,,9974,1,3,0.0,0.0,2022-05-31 11:42:05.000 +0800,,,,,
567,2018-04-13 05:14:45.000 +0800,2018-04-19 02:05:46.000 +0800,"CRC30X HE anodes failure, Pl refer to RCA16093; Historical Sharepoint Solomon Id 58",,Medium,2,2017-03-11 16:00:00.000 +0800,,5,SOL-FT-CRSH-CRUSH1,Unknown,Unknown,PMGENERAL,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
199,2021-12-12 14:56:00.000 +0800,2022-06-10 10:09:34.000 +0800,EX8101 PP1 Fan Hub Failure; Historical BMS Id: RCA-0000509,EX8101 PP1 fan hub failed causing the fan to impact the radiator.,Medium,2,2021-12-12 01:08:00.000 +0800,2022-06-10 10:09:34.000 +0800,5,SOL-MP-EXCV-EX8101-FRENGN-COSYS-BELTS,Engine Belts & Idler Pulleys,Drive Belts & Pulley,MP-BLTEN,'{}',,,9974,1,3,97.21,0.0,2022-06-10 10:09:34.000 +0800,,,,,
573,2018-04-13 05:14:49.000 +0800,2018-04-13 05:15:59.000 +0800,CV202 belt damage from oversize rock; Historical Sharepoint Solomon Id 64,,Medium,3,2017-04-03 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB2-CV202 -ASBLY,Belt Conveyor CV202,Conveyor Belting,PM-CVBT,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
200,2019-12-03 10:31:00.000 +0800,2020-02-21 15:05:21.000 +0800,DR204 Auxiliary Feed Pump Failure ; Historical BMS Id: RCA-0000230,"When conducting fault diagnostics on overheating issues, it was found the feed pump was over pressurising and would not stroke back. ",Medium,2,2019-11-30 04:44:00.000 +0800,2020-02-21 15:05:21.000 +0800,5,CCK-MP-DRLL-DR204 -HYDSYS-HYDPP-MNPP3,Auxillary Feed Open Loop Pump,Hydraulic Pump,MP-HDPMP,'{}',,,2849,1,3,27.0,0.0,2020-02-21 15:05:21.000 +0800,,,,,
202,2022-06-05 14:23:00.000 +0800,2022-06-05 16:05:30.000 +0800,MD6310 Hoist and Pulldown Cables not achieving strategy life; Historical BMS Id: RCA-0000550,"Hoist and pulldown cables on all MD6310 drill rigs at CC are currently not achieving strategy life of 6,000 hours, failing as early as 700 hours. Average life achieved is 1,800 hours across all cables on the MD6310 drills (DR2112 and DR2113).",Medium,2,2022-05-27 15:16:00.000 +0800,2022-06-05 16:05:30.000 +0800,5,CCK-MP-DRLL-DR2112-STRUCT-DMAST,Mast,Mast,MP-MBOOM,'{}',,,3454,1,3,0.0,0.0,2022-06-05 16:05:30.000 +0800,,,,,
574,2018-04-13 05:14:50.000 +0800,2018-04-13 05:16:03.000 +0800,ROM Bin Rockbox failure on to AF121; Historical Sharepoint Solomon Id 65,,Medium,3,2017-04-09 16:00:00.000 +0800,,5,SOL-KV-RMIN-CRUSH2-AF121 -ASBLY,Apron Feeder AF121,Apron Feeder,PM-STRC,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
203,2020-01-26 07:52:00.000 +0800,2020-07-02 16:49:10.000 +0800,DT224 High brake temperature Breakdown ; Historical BMS Id: RCA-0000244,"From beginning of August onwards DT224 flagging high brake temperature event and high TC out temperature events . Machine had 210 hrs of combined down time due to this issue . Conducted diagnostic and repair several time , but this issue not resolved . This RCA is focusing on identify the actual root caused of the issue to   prevent the re-ocurrence.   ",Medium,1,2020-01-26 07:52:00.000 +0800,2020-07-02 16:49:10.000 +0800,5,CLB-MP-HAUL-DT224 -BRKSYS,Braking System,Brake System,MP-BKSYS,'{}',,,10407,1,3,210.0,0.0,2020-07-02 16:49:10.000 +0800,,,,,
204,2019-07-06 09:25:00.000 +0800,2020-04-07 11:05:03.000 +0800,Birrana Diff bearing cage failure; Historical BMS Id: RCA-0000198,"Difficulty removing diff drain plug. Pieces of bearing cage found in bottom of axle housing. Pieces appear to be from taper roller bearing cage Sample results showed high copper - lead , possible thrust bearing wear - this is common with 789 diff",Medium,2,2019-07-06 09:27:00.000 +0800,2020-04-07 11:05:03.000 +0800,5,CLB-MP-HAUL-DT165 -FDRSYS-DIFFL,Differential,Differential,MP-DIFFL,'{}',,,10407,1,3,50.0,0.0,2020-04-07 11:05:03.000 +0800,,,,,
575,2018-04-13 05:14:52.000 +0800,2018-04-13 05:16:13.000 +0800,CV113 gearbox failure; Historical Sharepoint Solomon Id 66,,Medium,2,2017-04-10 16:00:00.000 +0800,,5,SOL-KV-RMIN-CONVEY-CV113 -DRIV1,Gearbox Drive CV113,Gearbox,PM-GEAR,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
576,2018-04-13 05:14:51.000 +0800,2018-04-13 05:16:15.000 +0800,CV705 DRV2 gearbox failure; Historical Sharepoint Solomon Id 67,,Medium,3,2017-04-18 16:00:00.000 +0800,,5,SOL-KV-CNVY-CONVEY-CV705 -DRIV2,Gearbox Drive 2 CV705,Gearbox,PM-GEAR,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
205,2019-09-25 17:43:00.000 +0800,2019-11-05 09:56:59.000 +0800,CV112 Network fault; Historical BMS Id: RCA-0000217,"TLO Operator reported fault on CV112, Electricians went to investigate fault and found the RCD that feeds all 5 of the MP 's along CV112 was tripped.   Upon re setting the RCD it continued to trip, the circuit was tested and couldn 't find any faults so the RCD was changed to CB, this reset but still had a Network fault. Electricians continued to fault find",Medium,2,2019-08-19 03:00:00.000 +0800,2019-11-05 09:56:59.000 +0800,5,CLB-PP-TRLO-CNV001-CV112 -EICON,Marshalling Panel Intermediate CV112,Marshalling Panel,PMGENERAL,'{}',,,12530,1,3,0.0,0.0,2019-11-05 09:56:59.000 +0800,,,,,
578,2018-04-13 05:14:52.000 +0800,2018-04-13 05:16:24.000 +0800,CV705 CRC305 NE hold down bolt; Historical Sharepoint Solomon Id 69,,Medium,3,2017-04-21 16:00:00.000 +0800,,5,SOL-KV-CNVY-CONVEY-CV705 -ASBLY,Structure Conveyor CV705,Conveyor,PM-STRC,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
579,2018-04-13 05:14:53.000 +0800,2018-04-19 02:06:00.000 +0800,PV505 Filtrate Receiver down time; Historical Sharepoint Solomon Id 70,,Medium,3,2017-04-29 16:00:00.000 +0800,,5,SOL-KV-DSND-DESND2-PV505 -ASBLY,Receiver Air PV505,Pressure Vessel,PM-ARVS,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
206,2021-11-17 13:30:00.000 +0800,2021-11-18 11:22:27.000 +0800,Electrical Cable Damage; Historical BMS Id: RCA-0000500,"Whilst hosing down structure & cable tray near tail end of CV113 (East side of Screening building), a possible electrical flash was observed coming from a 150mm cable tray. Works were stopped & Electrical Department notified.",Medium,1,2021-11-17 10:30:00.000 +0800,2021-11-18 11:22:27.000 +0800,5,CLB-PP-SSCR-COM200-STRUCT-BUILD,Structure Screening Building,Structure,PM-STRC,'{}',,,12530,1,3,0.0,0.0,2021-11-18 11:22:27.000 +0800,,,,,
207,2021-02-10 07:50:00.000 +0800,2021-02-10 10:06:08.000 +0800,WL023 - Failed Torque Converter; Historical BMS Id: RCA-0000410,"WL023 was overheating over the course of two days. The Westrac PSA (Paul Huggins) was called out to diagnose the issue and determined the torque converter was the source of the engine overheating - this resulted in the coolant overheating. Upon further inspection, Paul inspected all the transmission screens and reported fine metal and fine black debris.",Medium,1,2021-01-29 12:39:00.000 +0800,2021-02-10 10:06:08.000 +0800,5,SOL-MP-LOAD-WL023 -TRNSYS-TRQUE,Torque Converter,Torque Converter,MP-TQCNV,'{}',,,2765,1,3,0.0,0.0,2021-02-10 10:06:08.000 +0800,,,,,
580,2018-04-13 05:16:41.000 +0800,2018-04-13 05:16:41.000 +0800,CV401 Sec Scraper failure; Historical Sharepoint Solomon Id 71,,Medium,2,2017-05-01 16:00:00.000 +0800,,5,SOL-KV-DSCR-CONVEY-CV401 -ASBLY,Scraper Belt Diagonal Plough CV401-DBP02,Belt Scraper,PM-SCPR,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
208,2021-11-28 15:44:00.000 +0800,2022-04-08 12:23:57.000 +0800,WL7108 Artic Bearing Failure; Historical BMS Id: RCA-0000503,"At approximately 10am on 26/11/21, the operator called breakdowns channel after hearing an abrupt banging noise. The machine had been operating freely for 4hrs already that shift. The banging sound could be heard when booming down and going forward. WL7108 was placed in breakdown, the breakdown fitters then attended and subsequently diagnosed the top artic bearing to have failed (excessive movement). The machine was then floated back to the workshop where the top artic bearing was further assessed under live testing, the top bearing was confirmed to have at least 10-20mm of vertical movement. The artic bearing was at 71.7% life (14,340hrs).",Medium,2,2021-11-26 10:00:00.000 +0800,2022-04-08 12:23:57.000 +0800,5,SOL-MP-LOAD-WL7108-STRUCT-CHASS-ARTIC,Chassis Articulation,Articulation Hitch,MP-ARTIC,'{}',,,2765,1,3,384.0,0.0,2022-04-08 12:23:57.000 +0800,,,,,
581,2018-04-13 05:16:51.000 +0800,2018-04-19 02:06:12.000 +0800,Screen Exciters dislodging Dummy event; Historical Sharepoint Solomon Id 72,,Medium,2,2017-05-06 16:00:00.000 +0800,,5,SOL-FT,Unknown,Unknown,PMGENERAL,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
582,2018-04-13 05:16:51.000 +0800,2018-04-19 02:10:23.000 +0800,VP502 Tie-rods at disc manifold failure; Historical Sharepoint Solomon Id 73,,Medium,2,2017-05-07 16:00:00.000 +0800,,5,SOL-KV-DSND-DESND2-VP502 -ASBLY,Pump Vacuum VP502,Pump,PM-PMP,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
584,2018-04-13 05:16:53.000 +0800,2018-04-13 05:17:03.000 +0800,CRC301 Chute repairs; Historical Sharepoint Solomon Id 75,,Medium,2,2017-05-18 16:00:00.000 +0800,,5,SOL-KV-CRSH-CRUSH1-CRC301-CH325,Chute Discharge CH325,Chute,PM-CHTS,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
209,2021-07-23 08:41:00.000 +0800,2022-03-16 14:24:32.000 +0800,GR7104 - 24M Pos 3 Wheel End Spindle Failure; Historical BMS Id: RCA-0000473,"Operator reported ""feels like machine is crab walking"" and was put down in to breakdown once the wheel end was identified to have snapped off the machine. No loud noise was reported, the failure location was not adjacent to a windrow or any large objects. The machine was unable to be recovered until a few days had passed. The machine was finally recovered and the wheel group was replaced. ",Medium,2,2021-07-02 07:34:00.000 +0800,2022-03-16 14:24:32.000 +0800,5,SOL-MP-GRDR-GR7104-BRKSYS,Braking System,Brake System,MP-BKSYS,'{}',,,2765,1,3,137.0,0.0,2022-03-16 14:24:32.000 +0800,,,,,
210,2021-06-26 12:59:00.000 +0800,2022-04-08 12:23:57.000 +0800,WL7157 Artic failed; Historical BMS Id: RCA-0000463,"Upper arctic hitch pin failed due to excessive play, bearing failure resulted in significant play. Operator described the machines as feeling like it is operating in two halves ""as if the centre pins are broken.""",Medium,2,2021-06-21 17:30:00.000 +0800,2022-04-08 12:23:57.000 +0800,5,SOL-MP-LOAD-WL7157-STRSYS,Steering System,Steering System,MP-STSYS,'{}',,,2765,1,3,204.0,0.0,2022-04-08 12:23:57.000 +0800,,,,,
211,2021-01-12 07:55:00.000 +0800,2021-07-22 12:06:06.000 +0800,DZ8212 RH Final Drive - Operator reported noise from RH final drive; Historical BMS Id: RCA-0000400,Operator called up to report excessive noise from RH final drive. Final drive was replaced 2345hrs ago at MCOR 's,Medium,2,2021-01-12 00:57:00.000 +0800,2021-07-22 12:06:06.000 +0800,5,SOL-MP-DOZR-DZ8212-FDRSYS-FDRRH,Final Drive RH,Final Drive,MP-FDRVE,'{}',,,2765,1,3,144.0,0.0,2021-07-22 12:06:06.000 +0800,,,,,
214,2019-06-03 18:03:00.000 +0800,2019-06-03 20:02:14.000 +0800,Stacker Tripper Conveyer CV802 Statutory circuit failure; Historical BMS Id: RCA-0000186,The statutory circuit protecting the tripper from personnel interaction with the conveyor via two pull wires to an ECM relay had failed,Medium,2,2019-06-02 18:03:00.000 +0800,2019-06-03 20:02:14.000 +0800,5,SOL-SY-CNVY-CONVEY-CV802 -EICON,Electrical Field Devices CV802,Electrical System,PMGENERAL,'{}',,,1897,1,3,34000.0,0.0,2019-06-03 20:02:14.000 +0800,,,,,
585,2018-04-13 05:16:55.000 +0800,2018-04-13 05:17:06.000 +0800,SN401 Exciter Failure; Historical Sharepoint Solomon Id 76,,Medium,2,2017-05-25 16:00:00.000 +0800,,5,SOL-KV-DSCR-MOD001-SN401 -DRIV1,Exciter DE Screen Drive SN401-EX01,Exciter,PM-EXTR,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
220,2021-08-27 09:44:00.000 +0800,2022-06-07 07:59:48.000 +0800,EX002 RH Engine RH Turbocharger failure at 37% life; Historical BMS Id: RCA-0000484,EX002 had a new right hand engine fitted on 5/02/2021.  On 10/8/2021 the right hand bank turbo failed with 3315 Hours (37% life).,Medium,2,2021-08-10 09:46:00.000 +0800,2022-06-07 07:59:48.000 +0800,5,CLB-MP-EXCV-EX002 -RHENGN-INTEX-TBORH,Turbocharger RH,Turbocharger,MP-TBOCG,'{}',,,745,1,3,4.0,0.0,2022-06-07 07:59:48.000 +0800,,,,,
221,2021-12-06 06:16:00.000 +0800,2022-03-24 16:15:23.000 +0800,EX107 Premature Turbo Failure - L/H Engine R/H Turbo; Historical BMS Id: RCA-0000505,EX107 had new engine fitted on 30/04/2021. Turbo failed at 4395 hours (49% of life) on 05/12/2021.,Medium,2,2021-12-05 19:47:00.000 +0800,2022-03-24 16:15:23.000 +0800,5,CLB-MP-EXCV-EX107 -LHENGN-INTEX-TBORH,Turbocharger RH,Turbocharger,MP-TBOCG,'{}',,,745,1,3,14.0,0.0,2022-03-24 16:15:23.000 +0800,,,,,
222,2022-01-16 13:35:00.000 +0800,2022-06-07 08:12:45.000 +0800,DR034 Pump #1 Failure; Historical BMS Id: RCA-0000521,DR034 pump #1 failed at 3916 hours after being fitted 15/03/2021. Failure deemed to be 'catastrophic internal failure '.,Medium,2,2021-12-28 16:42:00.000 +0800,2022-06-07 08:12:45.000 +0800,5,CLB-MP-DRLL-DR034 -HYDSYS-HYDPP-MNPP1,Pump Hyd 1,Hydraulic Pump,MP-HDPMP,'{}',,,745,1,3,0.0,0.0,2022-06-07 08:12:45.000 +0800,,,,,
586,2018-04-13 05:16:56.000 +0800,2018-04-13 05:17:08.000 +0800,SN203 Jack shaft failure; Historical Sharepoint Solomon Id 77,,Medium,2,2017-05-30 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB3-SN203 -DRIV1,Exciter DE Wet Screen Drive SN203-EX01,Exciter,PM-EXTR,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
587,2018-04-13 05:16:57.000 +0800,2018-04-13 05:17:10.000 +0800,FR502 cloth rip; Historical Sharepoint Solomon Id 78,,Medium,2,2017-06-01 16:00:00.000 +0800,,5,SOL-KV-DSND-DESND2-FR502 -ASBLY,Cloth Filter FR502,Filter,PM-FILT,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
588,2018-04-13 05:16:58.000 +0800,2018-04-13 05:17:23.000 +0800,SN203 Panel Failures; Historical Sharepoint Solomon Id 79,,Medium,3,2017-06-07 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB3-SN203 -ASBLY,Structure Screen SN203,Screen,PM-STRC,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
591,2018-04-13 05:17:51.000 +0800,2018-04-13 05:18:10.000 +0800,PU526 Geho discharge valve failure; Historical Sharepoint Solomon Id 82,,Medium,3,2017-06-11 16:00:00.000 +0800,,5,SOL-KV-DSND-THICK1-PU526 -PPVLV,Valve Outlet PU526-XV5578,Solenoid Valve,PM-VLV,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
232,2020-03-23 07:49:00.000 +0800,2021-07-01 00:02:10.000 +0800,EX6205 - Right Hand Swing Box Failure (28% Life); Historical BMS Id: RCA-0000256,"EX6205 (R9250) RH Swing Drive (#90025791SX) Pinion dropped at 3,472 Hours (28% Life - Strategy is 12,000 ) on 13th. Operator reported loud banging noise when slewing to the right. ",Medium,2,2020-03-16 16:37:00.000 +0800,2021-07-01 00:02:10.000 +0800,5,SOL-MP-EXCV-EX6205-UNDERC-SLEWB,Bearing Slew,Bearing,MP-BRGSL,'{}',,,13571,1,3,0.0,0.0,2021-07-01 00:02:10.000 +0800,,,,,
235,2020-04-08 13:17:00.000 +0800,2020-09-22 16:21:36.000 +0800,Early life Drill PTO failure on DR201; Historical BMS Id: RCA-0000260,Early early life (warranty) PTO failure occurred on 31/4/20. The failure on DR201 occurred during start-up after the major shut which was indicated through abnormal noise which showed the input shaft outer bearing race was loose.,Medium,1,2020-03-31 21:57:00.000 +0800,2020-09-22 16:21:36.000 +0800,5,CCK-MP-DRLL,Unknown,Unknown,PMGENERAL,'{}',,,2849,1,3,70.0,0.0,2020-09-22 16:21:36.000 +0800,,,,,
242,2020-05-04 17:56:00.000 +0800,2022-03-25 11:49:22.000 +0800,DRILL CONTROL REPORTED RIG HAS AN ACTIVE ECM FAULT.DRILL FOUR NOTIFIED - REPLACED ENGINE;; Historical BMS Id: RCA-0000273,ENGINE FAILURE,Medium,2,2020-04-21 17:33:00.000 +0800,2022-03-25 11:49:22.000 +0800,5,SOL-MP-DRLL-DR2105-MANGMT-UMENG,Engine Management System,Management System,MP-UMENG,'{}',,,13571,1,3,135.0,0.0,2022-03-25 11:49:22.000 +0800,,,,,
243,2020-06-08 11:18:00.000 +0800,2020-06-12 08:56:37.000 +0800,CKP19 DTE; Historical BMS Id: RCA-0000284,Motor tested DTE after install,Medium,2,2020-06-07 12:00:00.000 +0800,2020-06-12 08:56:37.000 +0800,5,CLB-UT-WTRS,Unknown,Unknown,PMGENERAL,'{}',,,9992,1,3,0.0,0.0,2020-06-12 08:56:37.000 +0800,,,,,
244,2021-01-28 13:42:00.000 +0800,2021-03-26 12:52:54.000 +0800,DT052 Hoist Cylinder Failures; Historical BMS Id: RCA-0000405,Two hoist cylinders found to be leaking extensively from wiper seals after truck failed to hoist loads. ,Medium,2,2021-01-25 12:00:00.000 +0800,2021-03-26 12:52:54.000 +0800,5,CLB-MP-HAUL-DT052 -HYDSYS-HOCYL,Cylinders Hoist,Hydraulic Cylinder,MP-HDCYL,'{}',,,2178,1,3,40.0,0.0,2021-03-26 12:52:54.000 +0800,,,,,
245,2021-02-16 15:50:00.000 +0800,2021-07-30 10:40:48.000 +0800,DT173 Transmission Bearing Failure; Historical BMS Id: RCA-0000416,"Loud noise heard from transmission input bearing, transmission pressures checked and found lube pressure to be way below spec. 1535 hours achieved before removal. ",Medium,1,2021-02-16 15:50:00.000 +0800,2021-07-30 10:40:48.000 +0800,5,CLB-MP-HAUL-DT173 -TRNSYS-TRANS,Transmission,Transmission,MP-TRANS,'{}',,,2178,1,3,0.0,0.0,2021-07-30 10:40:48.000 +0800,,,,,
246,2020-08-20 13:42:00.000 +0800,2021-07-30 10:39:52.000 +0800,POS3 Brake Pack Failure; Historical BMS Id: RCA-0000327,"POS3 wear indicator showed the brake packs to be worn beyond limit in certain spots, brake cooling oil was heavily contaminated with brake pack disc material. ",Medium,2,2020-08-02 08:00:00.000 +0800,2021-07-30 10:39:52.000 +0800,5,CLB-MP-HAUL-DT179 -FDRSYS-FDRVE-FDRLH,Final Drive LH Side,Final Drive,MP-FDRVE,'{}',,,2178,1,3,0.0,0.0,2021-07-30 10:39:52.000 +0800,,,,,
247,2021-02-17 07:53:00.000 +0800,2021-03-01 14:06:12.000 +0800,DT164 POS 1 Bearing Failure; Historical BMS Id: RCA-0000417,"DT164 had poor mag plug results during scheduled servicing, large flakes were found on the end of the mag plug indicating that the wheel bearing had started to fail.",Medium,2,2021-02-01 07:54:00.000 +0800,2021-03-01 14:06:12.000 +0800,5,CLB-MP-HAUL-DT164 -STRUCT-AXLES-HUBLH,Hub & Spindle LH,Hub & Spindle,MP-HUBSP,'{}',,,2178,1,3,38.0,0.0,2021-03-01 14:06:12.000 +0800,,,,,
592,2018-04-13 05:17:51.000 +0800,2018-04-13 05:18:15.000 +0800,CV123 gearbox failure; Historical Sharepoint Solomon Id 83,,Medium,3,2017-06-14 16:00:00.000 +0800,,5,SOL-KV-RMIN-CONVEY-CV123 -DRIV1,Gearbox Drive CV123,Gearbox,PM-GEAR,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
248,2020-12-05 11:05:00.000 +0800,2021-01-30 12:06:36.000 +0800,DT180 Rollback and transmission damage; Historical BMS Id: RCA-0000378,"Truck suffered a rollback event during operation on the morning of 29/11. Sent back to work after a rollback checklist had been performed, no fault found. Second rollback event occurred 1/12 at 6pm and was sent to workshop for diagnosis.",Medium,2,2020-11-29 01:13:00.000 +0800,2021-01-30 12:06:36.000 +0800,5,CLB-MP-HAUL-DT180 -TRNSYS-TRANS,Transmission,Transmission,MP-TRANS,'{}',,,2178,1,3,140.0,0.0,2021-01-30 12:06:36.000 +0800,,,,,
249,2019-12-25 12:15:00.000 +0800,2019-12-25 12:34:10.000 +0800,"20191112 - TUL3 IN603 Wheel Lock Oil Leak; Historical BMS Id: RCA-0000238",Found that the wheel lock ram cover/hood had dislodged and caught under the indexer. Cover / hood that was dislodge had been dragged along as the indexer when for a fly back. As it was pushing the rake up it has caught the flow control valve and ripped it out of the hydraulic block.,Medium,2,2019-11-12 05:00:00.000 +0800,2019-12-25 12:34:10.000 +0800,5,APT-IL-TRUL-TUL003-WK607 -AY01,Clamp Assembly,Wagon Clamp,PMGENERAL,'{}',,,9405,1,3,7.5,0.0,2019-12-25 12:34:10.000 +0800,,,,,
250,2019-12-25 08:56:00.000 +0800,2019-12-25 09:12:59.000 +0800,"20190924 - RC701 Luff Pump Failure; Historical BMS Id: RCA-0000236",RC701 Luff Pump Malfunction,Medium,2,2019-09-24 09:50:00.000 +0800,2019-12-25 09:12:59.000 +0800,5,APT-OL-RCLM-RC701 -LUFFNG-PP01,Pump Hydraulic Main Boom Luffing,Hydraulic Pump,PM-PMP,'{}',,,9405,1,3,0.0,0.0,2019-12-25 09:12:59.000 +0800,,,,,
597,2018-04-13 05:18:50.000 +0800,2018-04-13 05:18:54.000 +0800,SZ121 6.6kV Lugs Failure; Historical Sharepoint Solomon Id 88,,Medium,3,2017-07-08 16:00:00.000 +0800,,5,SOL-KV-RMIN-CRUSH2-SZ121 -EICON,Electrical Field Devices SZ121,Electrical System,PMGENERAL,'{}',,,217,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
599,2018-04-13 05:19:10.000 +0800,2018-04-19 02:06:57.000 +0800,DC301 Bearing failure; Historical Sharepoint Solomon Id 90,,Medium,3,2017-07-09 16:00:00.000 +0800,,5,SOL-KV-CRSH-COMMON-DC301 -ASBLY,Fan DC301,Fan,PM-FAN,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
